Report Name,Validation Report for Planning BOM Maintenance Application UI
Report Time,6/23/2026, 07:25:11 CST
Trnx Type,ONETIME,Run By,APPL_TEAM

Summary,BOM_PARAMETERS,BOM_PRODUCED,BOM_CONSUMED,ITEM_BOM_ROUTING
Validated Count,17534,17534,11607,17083
Success Count,0,0,11605,12008
Error Count,17534,17534,2,5075
One Time Load,No

Error Details are below:
ERR_LOG_ID,ENG_CHANGE_ID,File name,ROW NUMBER,BOM_ID,Validation_sequence,Validation_description,Validation_ERROR_DETAILS,Remediation message
21,EC9982823,BOM_PARAMETERS,416,BOM1_HRL08981_1002,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL08981_1002 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
22,EC9982823,BOM_PARAMETERS,416,BOM1_HRL08981_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL08981_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
23,EC9982823,BOM_PARAMETERS,417,BOM1_HRL08982_1002,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL08982_1002 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
24,EC9982823,BOM_PARAMETERS,417,BOM1_HRL08982_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL08982_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
25,EC9982823,BOM_PARAMETERS,476,BOM1_HRL100417_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL100417_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
26,EC9982823,BOM_PARAMETERS,476,BOM1_HRL100417_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL100417_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
27,EC9982823,BOM_PARAMETERS,626,BOM1_HRL103550_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL103550_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
28,EC9982823,BOM_PARAMETERS,626,BOM1_HRL103550_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL103550_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
29,EC9982823,BOM_PARAMETERS,627,BOM1_HRL103565_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL103565_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
30,EC9982823,BOM_PARAMETERS,627,BOM1_HRL103565_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL103565_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
31,EC9982823,BOM_PARAMETERS,635,BOM1_HRL103594_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL103594_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
32,EC9982823,BOM_PARAMETERS,635,BOM1_HRL103594_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL103594_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
33,EC9982823,BOM_PARAMETERS,705,BOM1_HRL10430_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL10430_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
34,EC9982823,BOM_PARAMETERS,705,BOM1_HRL10430_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL10430_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
35,EC9982823,BOM_PARAMETERS,709,BOM1_HRL104309_1008,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104309_1008 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
36,EC9982823,BOM_PARAMETERS,709,BOM1_HRL104309_1008,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104309_1008,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
37,EC9982823,BOM_PARAMETERS,785,BOM1_HRL104867_1002,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104867_1002 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
38,EC9982823,BOM_PARAMETERS,785,BOM1_HRL104867_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104867_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
39,EC9982823,BOM_PARAMETERS,786,BOM1_HRL104868_1002,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104868_1002 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
40,EC9982823,BOM_PARAMETERS,786,BOM1_HRL104868_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104868_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
41,EC9982823,BOM_PARAMETERS,789,BOM1_HRL104898_1002,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104898_1002 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
42,EC9982823,BOM_PARAMETERS,789,BOM1_HRL104898_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104898_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
43,EC9982823,BOM_PARAMETERS,791,BOM1_HRL104916_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104916_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
44,EC9982823,BOM_PARAMETERS,791,BOM1_HRL104916_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104916_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
45,EC9982823,BOM_PARAMETERS,792,BOM1_HRL104918_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104918_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
46,EC9982823,BOM_PARAMETERS,792,BOM1_HRL104918_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104918_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
47,EC9982823,BOM_PARAMETERS,793,BOM1_HRL104919_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104919_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
48,EC9982823,BOM_PARAMETERS,793,BOM1_HRL104919_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104919_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
49,EC9982823,BOM_PARAMETERS,795,BOM1_HRL104928_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104928_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
50,EC9982823,BOM_PARAMETERS,795,BOM1_HRL104928_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104928_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
51,EC9982823,BOM_PARAMETERS,804,BOM1_HRL105125_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL105125_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
52,EC9982823,BOM_PARAMETERS,804,BOM1_HRL105125_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL105125_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
53,EC9982823,BOM_PARAMETERS,810,BOM1_HRL105195_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL105195_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
54,EC9982823,BOM_PARAMETERS,810,BOM1_HRL105195_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL105195_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
55,EC9982823,BOM_PARAMETERS,824,BOM1_HRL105606_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL105606_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
56,EC9982823,BOM_PARAMETERS,824,BOM1_HRL105606_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL105606_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
57,EC9982823,BOM_PARAMETERS,825,BOM1_HRL105608_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL105608_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
58,EC9982823,BOM_PARAMETERS,825,BOM1_HRL105608_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL105608_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
59,EC9982823,BOM_PARAMETERS,828,BOM1_HRL105718_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL105718_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
60,EC9982823,BOM_PARAMETERS,828,BOM1_HRL105718_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL105718_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
61,EC9982823,BOM_PARAMETERS,857,BOM1_HRL106017_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL106017_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
62,EC9982823,BOM_PARAMETERS,857,BOM1_HRL106017_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL106017_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
63,EC9982823,BOM_PARAMETERS,859,BOM1_HRL106028_1003,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL106028_1003 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
64,EC9982823,BOM_PARAMETERS,859,BOM1_HRL106028_1003,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL106028_1003,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
65,EC9982823,BOM_PARAMETERS,914,BOM1_HRL106474_1002,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL106474_1002 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
66,EC9982823,BOM_PARAMETERS,914,BOM1_HRL106474_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL106474_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
67,EC9982823,BOM_PARAMETERS,965,BOM1_HRL107109_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL107109_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
68,EC9982823,BOM_PARAMETERS,965,BOM1_HRL107109_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL107109_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
69,EC9982823,BOM_PARAMETERS,1030,BOM1_HRL108196_1003,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL108196_1003 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
70,EC9982823,BOM_PARAMETERS,1030,BOM1_HRL108196_1003,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL108196_1003,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
71,EC9982823,BOM_PARAMETERS,1042,BOM1_HRL108260_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL108260_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
72,EC9982823,BOM_PARAMETERS,1042,BOM1_HRL108260_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL108260_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
73,EC9982823,BOM_PARAMETERS,1075,BOM1_HRL108499_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL108499_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
74,EC9982823,BOM_PARAMETERS,1075,BOM1_HRL108499_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL108499_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
75,EC9982823,BOM_PARAMETERS,1162,BOM1_HRL11017_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL11017_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
