Report Name,Validation Report for Planning BOM Maintenance Application UI
Report Time,6/23/2026, 07:02:04 CST
Trnx Type,ONETIME,Run By,APPL_TEAM

Summary,BOM_PARAMETERS,BOM_PRODUCED,BOM_CONSUMED,ITEM_BOM_ROUTING
Validated Count,20,4,1000,20
Success Count,0,0,0,0
Error Count,20,4,1000,20
One Time Load,No

Error Details are below:
ERR_LOG_ID,ENG_CHANGE_ID,File name,ROW NUMBER,BOM_ID,Validation_sequence,Validation_description,Validation_ERROR_DETAILS,Remediation message
17,EC6389273,BOM_PARAMETERS,10,BOM1_HRL104757_1003,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104757_1003 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18,EC6389273,BOM_PARAMETERS,10,BOM1_HRL104757_1003,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104757_1003,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
19,EC6389273,BOM_PARAMETERS,11,BOM1_HRL01402_1003,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL01402_1003 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
20,EC6389273,BOM_PARAMETERS,11,BOM1_HRL01402_1003,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL01402_1003,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
21,EC6389273,BOM_PARAMETERS,12,BOM1_HRL00939_1003,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL00939_1003 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
22,EC6389273,BOM_PARAMETERS,12,BOM1_HRL00939_1003,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL00939_1003,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
23,EC6389273,BOM_PARAMETERS,13,BOM1_HRL142582_1003,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL142582_1003 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
24,EC6389273,BOM_PARAMETERS,13,BOM1_HRL142582_1003,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL142582_1003,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
25,EC6389273,BOM_PARAMETERS,14,BOM1_HRL104461_1003,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104461_1003 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
26,EC6389273,BOM_PARAMETERS,14,BOM1_HRL104461_1003,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104461_1003,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
27,EC6389273,BOM_PARAMETERS,15,BOM1_HRL01427_1003,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL01427_1003 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
28,EC6389273,BOM_PARAMETERS,15,BOM1_HRL01427_1003,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL01427_1003,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
29,EC6389273,BOM_PARAMETERS,16,BOM1_HRL01500_1003,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL01500_1003 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
30,EC6389273,BOM_PARAMETERS,16,BOM1_HRL01500_1003,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL01500_1003,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
31,EC6389273,BOM_PARAMETERS,17,BOM1_HRL01525_1003,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL01525_1003 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
32,EC6389273,BOM_PARAMETERS,17,BOM1_HRL01525_1003,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL01525_1003,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
33,EC6389273,BOM_PARAMETERS,18,BOM1_HRL104323_1003,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104323_1003 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
34,EC6389273,BOM_PARAMETERS,18,BOM1_HRL104323_1003,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104323_1003,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
35,EC6389273,BOM_PARAMETERS,19,BOM1_HRL106739_1003,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL106739_1003 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
36,EC6389273,BOM_PARAMETERS,19,BOM1_HRL106739_1003,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL106739_1003,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
37,EC6389273,BOM_PARAMETERS,20,BOM1_HRL107336_1003,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL107336_1003 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
38,EC6389273,BOM_PARAMETERS,20,BOM1_HRL107336_1003,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL107336_1003,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
39,EC6389273,BOM_PARAMETERS,21,BOM1_HRL111947_1003,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL111947_1003 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
40,EC6389273,BOM_PARAMETERS,21,BOM1_HRL111947_1003,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL111947_1003,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
41,EC6389273,BOM_PRODUCED,2,PRIMARY_HRL00001_1008,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL00001_1008 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
42,EC6389273,BOM_PRODUCED,2,PRIMARY_HRL00001_1008,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL00001_1008,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
43,EC6389273,BOM_PRODUCED,4,PRIMARY_HRL00068_1008,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL00068_1008 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
44,EC6389273,BOM_PRODUCED,4,PRIMARY_HRL00068_1008,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL00068_1008,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
45,EC6389273,BOM_PRODUCED,6,BOM1_HRL00068_1008,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL00068_1008 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
46,EC6389273,BOM_PRODUCED,6,BOM1_HRL00068_1008,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = BOM1_HRL00068_1008,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
47,EC6389273,BOM_PRODUCED,8,PRIMARY_HRL00001_1003,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL00001_1003 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
48,EC6389273,BOM_PRODUCED,8,PRIMARY_HRL00001_1003,1006,Check for any duplicate BOMIDs (accounting for if there are Co-Products attached),There are duplicate values for this BOMID = PRIMARY_HRL00001_1003,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
49,EC6389273,BOM_CONSUMED,1413,BOM3_Item206_Location 23,1010,Check that every Quantity Consumed Per is greater than 0,"This item, location combination with erp_bom_quantity_consumed_per = 0  is less than zero","RM: Please MODIFY the erp_bom_quantity_consumed_per to  (> 0 ) for this item, location combination
RS:  Show the Relevant Records in a Popup or new window  & Allow users to update this erp_bom_quantity_consumed_per value using MODIFY/UPDATE button"
50,EC6389273,BOM_CONSUMED,1414,BOM3_Item206_Location 23,1010,Check that every Quantity Consumed Per is greater than 0,"This item, location combination with erp_bom_quantity_consumed_per = 0  is less than zero","RM: Please MODIFY the erp_bom_quantity_consumed_per to  (> 0 ) for this item, location combination
RS:  Show the Relevant Records in a Popup or new window  & Allow users to update this erp_bom_quantity_consumed_per value using MODIFY/UPDATE button"
51,EC6389273,BOM_CONSUMED,1415,BOM3_Item206_Location 23,1010,Check that every Quantity Consumed Per is greater than 0,"This item, location combination with erp_bom_quantity_consumed_per = 0  is less than zero","RM: Please MODIFY the erp_bom_quantity_consumed_per to  (> 0 ) for this item, location combination
RS:  Show the Relevant Records in a Popup or new window  & Allow users to update this erp_bom_quantity_consumed_per value using MODIFY/UPDATE button"
52,EC6389273,BOM_CONSUMED,2,PRIMARY_Item000_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item000_Location 1 does not exist in ( bom_produced.bom_id),
53,EC6389273,BOM_CONSUMED,4,BOM4_Item025_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item025_Location 1 does not exist in ( bom_produced.bom_id),
54,EC6389273,BOM_CONSUMED,8,BOM1_Item057_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item057_Location 1 does not exist in ( bom_produced.bom_id),
55,EC6389273,BOM_CONSUMED,12,BOM5_Item089_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item089_Location 1 does not exist in ( bom_produced.bom_id),
56,EC6389273,BOM_CONSUMED,16,BOM2_Item121_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item121_Location 1 does not exist in ( bom_produced.bom_id),
57,EC6389273,BOM_CONSUMED,17,BOM6_Item146_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item146_Location 1 does not exist in ( bom_produced.bom_id),
58,EC6389273,BOM_CONSUMED,18,BOM6_Item153_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item153_Location 1 does not exist in ( bom_produced.bom_id),
59,EC6389273,BOM_CONSUMED,21,BOM3_Item178_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item178_Location 1 does not exist in ( bom_produced.bom_id),
60,EC6389273,BOM_CONSUMED,23,BOM3_Item185_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item185_Location 1 does not exist in ( bom_produced.bom_id),
61,EC6389273,BOM_CONSUMED,26,PRIMARY_Item210_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item210_Location 1 does not exist in ( bom_produced.bom_id),
62,EC6389273,BOM_CONSUMED,30,BOM4_Item242_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item242_Location 1 does not exist in ( bom_produced.bom_id),
63,EC6389273,BOM_CONSUMED,32,BOM1_Item274_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item274_Location 1 does not exist in ( bom_produced.bom_id),
64,EC6389273,BOM_CONSUMED,34,BOM5_Item306_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item306_Location 1 does not exist in ( bom_produced.bom_id),
65,EC6389273,BOM_CONSUMED,36,BOM2_Item331_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item331_Location 1 does not exist in ( bom_produced.bom_id),
66,EC6389273,BOM_CONSUMED,38,BOM2_Item338_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item338_Location 1 does not exist in ( bom_produced.bom_id),
67,EC6389273,BOM_CONSUMED,40,BOM6_Item363_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item363_Location 1 does not exist in ( bom_produced.bom_id),
68,EC6389273,BOM_CONSUMED,42,BOM6_Item370_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item370_Location 1 does not exist in ( bom_produced.bom_id),
69,EC6389273,BOM_CONSUMED,44,BOM3_Item395_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item395_Location 1 does not exist in ( bom_produced.bom_id),
70,EC6389273,BOM_CONSUMED,47,PRIMARY_Item427_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item427_Location 1 does not exist in ( bom_produced.bom_id),
71,EC6389273,BOM_CONSUMED,51,BOM4_Item459_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item459_Location 1 does not exist in ( bom_produced.bom_id),
72,EC6389273,BOM_CONSUMED,53,BOM1_Item491_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item491_Location 1 does not exist in ( bom_produced.bom_id),
73,EC6389273,BOM_CONSUMED,54,BOM5_Item516_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item516_Location 1 does not exist in ( bom_produced.bom_id),
74,EC6389273,BOM_CONSUMED,56,BOM5_Item523_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item523_Location 1 does not exist in ( bom_produced.bom_id),
75,EC6389273,BOM_CONSUMED,59,BOM2_Item548_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item548_Location 1 does not exist in ( bom_produced.bom_id),
76,EC6389273,BOM_CONSUMED,60,BOM2_Item555_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item555_Location 1 does not exist in ( bom_produced.bom_id),
77,EC6389273,BOM_CONSUMED,61,BOM6_Item580_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item580_Location 1 does not exist in ( bom_produced.bom_id),
78,EC6389273,BOM_CONSUMED,63,BOM3_Item612_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item612_Location 1 does not exist in ( bom_produced.bom_id),
79,EC6389273,BOM_CONSUMED,66,PRIMARY_Item644_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item644_Location 1 does not exist in ( bom_produced.bom_id),
80,EC6389273,BOM_CONSUMED,70,BOM4_Item676_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item676_Location 1 does not exist in ( bom_produced.bom_id),
81,EC6389273,BOM_CONSUMED,74,BOM1_Item701_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item701_Location 1 does not exist in ( bom_produced.bom_id),
82,EC6389273,BOM_CONSUMED,76,BOM1_Item708_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item708_Location 1 does not exist in ( bom_produced.bom_id),
83,EC6389273,BOM_CONSUMED,77,BOM5_Item733_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item733_Location 1 does not exist in ( bom_produced.bom_id),
84,EC6389273,BOM_CONSUMED,78,BOM5_Item740_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item740_Location 1 does not exist in ( bom_produced.bom_id),
85,EC6389273,BOM_CONSUMED,79,BOM2_Item765_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item765_Location 1 does not exist in ( bom_produced.bom_id),
86,EC6389273,BOM_CONSUMED,80,BOM6_Item797_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item797_Location 1 does not exist in ( bom_produced.bom_id),
87,EC6389273,BOM_CONSUMED,85,BOM3_Item829_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item829_Location 1 does not exist in ( bom_produced.bom_id),
88,EC6389273,BOM_CONSUMED,88,PRIMARY_Item861_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item861_Location 1 does not exist in ( bom_produced.bom_id),
89,EC6389273,BOM_CONSUMED,91,BOM4_Item886_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item886_Location 1 does not exist in ( bom_produced.bom_id),
90,EC6389273,BOM_CONSUMED,93,BOM4_Item893_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item893_Location 1 does not exist in ( bom_produced.bom_id),
91,EC6389273,BOM_CONSUMED,97,BOM1_Item918_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item918_Location 1 does not exist in ( bom_produced.bom_id),
92,EC6389273,BOM_CONSUMED,99,BOM1_Item925_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item925_Location 1 does not exist in ( bom_produced.bom_id),
93,EC6389273,BOM_CONSUMED,101,BOM5_Item950_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item950_Location 1 does not exist in ( bom_produced.bom_id),
94,EC6389273,BOM_CONSUMED,102,BOM2_Item982_Location 1,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item982_Location 1 does not exist in ( bom_produced.bom_id),
95,EC6389273,BOM_CONSUMED,106,BOM5_Item012_Location 10,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item012_Location 10 does not exist in ( bom_produced.bom_id),
