Report Name,Validation Report for Planning BOM Maintenance Application UI
Report Time,7/3/2026, 08:59:24 CST
Trnx Type,ONETIME,Run By,APPL_TEAM

Summary,BOM_PARAMETERS,BOM_PRODUCED,BOM_CONSUMED,ITEM_BOM_ROUTING
Validated Count,17684,17684,12033,17235
Success Count,0,0,12030,11980
Error Count,17684,17684,3,5255
One Time Load,No

Error Details are below:
ERR_LOG_ID,ENG_CHANGE_ID,File name,ROW NUMBER,BOM_ID,Validation_sequence,Validation_description,Validation_ERROR_DETAILS,Remediation message
11,EC3549509,BOM_PARAMETERS,277,BOM1_HRL03162_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL03162_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
12,EC3549509,BOM_PARAMETERS,277,BOM1_HRL03162_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL03162_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
13,EC3549509,BOM_PARAMETERS,290,BOM1_HRL03398_1002,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL03398_1002 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
14,EC3549509,BOM_PARAMETERS,290,BOM1_HRL03398_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL03398_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
15,EC3549509,BOM_PARAMETERS,341,BOM1_HRL05794_1002,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL05794_1002 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
16,EC3549509,BOM_PARAMETERS,341,BOM1_HRL05794_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL05794_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
17,EC3549509,BOM_PARAMETERS,419,BOM1_HRL08975_1002,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL08975_1002 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
18,EC3549509,BOM_PARAMETERS,419,BOM1_HRL08975_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL08975_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
19,EC3549509,BOM_PARAMETERS,420,BOM1_HRL08981_1002,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL08981_1002 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
20,EC3549509,BOM_PARAMETERS,420,BOM1_HRL08981_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL08981_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
21,EC3549509,BOM_PARAMETERS,421,BOM1_HRL08982_1002,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL08982_1002 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
22,EC3549509,BOM_PARAMETERS,421,BOM1_HRL08982_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL08982_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
23,EC3549509,BOM_PARAMETERS,486,BOM1_HRL100417_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL100417_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
24,EC3549509,BOM_PARAMETERS,486,BOM1_HRL100417_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL100417_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
25,EC3549509,BOM_PARAMETERS,642,BOM1_HRL103550_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL103550_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
26,EC3549509,BOM_PARAMETERS,642,BOM1_HRL103550_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL103550_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
27,EC3549509,BOM_PARAMETERS,643,BOM1_HRL103565_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL103565_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
28,EC3549509,BOM_PARAMETERS,643,BOM1_HRL103565_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL103565_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
29,EC3549509,BOM_PARAMETERS,651,BOM1_HRL103594_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL103594_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
30,EC3549509,BOM_PARAMETERS,651,BOM1_HRL103594_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL103594_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
31,EC3549509,BOM_PARAMETERS,722,BOM1_HRL10430_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL10430_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
32,EC3549509,BOM_PARAMETERS,722,BOM1_HRL10430_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL10430_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
33,EC3549509,BOM_PARAMETERS,726,BOM1_HRL104309_1008,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104309_1008 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
34,EC3549509,BOM_PARAMETERS,726,BOM1_HRL104309_1008,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104309_1008,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
35,EC3549509,BOM_PARAMETERS,802,BOM1_HRL104867_1002,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104867_1002 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
36,EC3549509,BOM_PARAMETERS,802,BOM1_HRL104867_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104867_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
37,EC3549509,BOM_PARAMETERS,803,BOM1_HRL104868_1002,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104868_1002 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
38,EC3549509,BOM_PARAMETERS,803,BOM1_HRL104868_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104868_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
39,EC3549509,BOM_PARAMETERS,806,BOM1_HRL104898_1002,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104898_1002 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
40,EC3549509,BOM_PARAMETERS,806,BOM1_HRL104898_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104898_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
41,EC3549509,BOM_PARAMETERS,808,BOM1_HRL104916_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104916_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
42,EC3549509,BOM_PARAMETERS,808,BOM1_HRL104916_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104916_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
43,EC3549509,BOM_PARAMETERS,809,BOM1_HRL104918_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104918_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
44,EC3549509,BOM_PARAMETERS,809,BOM1_HRL104918_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104918_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
45,EC3549509,BOM_PARAMETERS,810,BOM1_HRL104919_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104919_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
46,EC3549509,BOM_PARAMETERS,810,BOM1_HRL104919_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104919_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
47,EC3549509,BOM_PARAMETERS,812,BOM1_HRL104928_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL104928_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
48,EC3549509,BOM_PARAMETERS,812,BOM1_HRL104928_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL104928_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
49,EC3549509,BOM_PARAMETERS,821,BOM1_HRL105125_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL105125_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
50,EC3549509,BOM_PARAMETERS,821,BOM1_HRL105125_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL105125_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
51,EC3549509,BOM_PARAMETERS,827,BOM1_HRL105195_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL105195_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
52,EC3549509,BOM_PARAMETERS,827,BOM1_HRL105195_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL105195_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
53,EC3549509,BOM_PARAMETERS,841,BOM1_HRL105606_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL105606_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
54,EC3549509,BOM_PARAMETERS,841,BOM1_HRL105606_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL105606_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
55,EC3549509,BOM_PARAMETERS,842,BOM1_HRL105608_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL105608_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
56,EC3549509,BOM_PARAMETERS,842,BOM1_HRL105608_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL105608_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
57,EC3549509,BOM_PARAMETERS,845,BOM1_HRL105718_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL105718_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
58,EC3549509,BOM_PARAMETERS,845,BOM1_HRL105718_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL105718_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
59,EC3549509,BOM_PARAMETERS,873,BOM1_HRL106017_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL106017_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
60,EC3549509,BOM_PARAMETERS,873,BOM1_HRL106017_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL106017_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
61,EC3549509,BOM_PARAMETERS,875,BOM1_HRL106028_1003,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL106028_1003 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
62,EC3549509,BOM_PARAMETERS,875,BOM1_HRL106028_1003,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL106028_1003,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
63,EC3549509,BOM_PARAMETERS,931,BOM1_HRL106474_1002,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL106474_1002 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
64,EC3549509,BOM_PARAMETERS,931,BOM1_HRL106474_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL106474_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
65,EC3549509,BOM_PARAMETERS,983,BOM1_HRL107109_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL107109_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
66,EC3549509,BOM_PARAMETERS,983,BOM1_HRL107109_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL107109_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
67,EC3549509,BOM_PARAMETERS,1049,BOM1_HRL108196_1003,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL108196_1003 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
68,EC3549509,BOM_PARAMETERS,1049,BOM1_HRL108196_1003,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL108196_1003,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
69,EC3549509,BOM_PARAMETERS,1061,BOM1_HRL108260_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL108260_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
70,EC3549509,BOM_PARAMETERS,1061,BOM1_HRL108260_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL108260_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
71,EC3549509,BOM_PARAMETERS,1094,BOM1_HRL108499_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL108499_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
72,EC3549509,BOM_PARAMETERS,1094,BOM1_HRL108499_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL108499_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
73,EC3549509,BOM_PARAMETERS,1183,BOM1_HRL11017_1016,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL11017_1016 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
74,EC3549509,BOM_PARAMETERS,1183,BOM1_HRL11017_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL11017_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
75,EC3549509,BOM_PARAMETERS,1288,BOM1_HRL110910_1003,1001,Check if BOMID exists in both BOM Produced and Item BOM Routing,"This BOMID = BOM1_HRL110910_1003 does not exist in ( bom_produced.bom_id 
and/or item_bom_routing.bom_id )","RM: . Please ADD the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_produced.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
